"PC1","PC2","PC3","PC4","PC5"
-1.14091907624191,1.1392522742842,-0.580048186745816,0.326812761212489,-0.0449296614532988
-0.0104784118193073,-1.10646194552213,-0.0149095256232237,-0.607761833052278,0.240251072575197
-0.198938528209133,-0.522703484433676,1.01270861792894,-0.29462226939792,0.216294656227603
-1.17860441229242,1.68096819454599,0.633596113239701,0.585281466645015,-0.010374967796032
0.280772363900448,-0.791943883251091,-0.271748136785669,-0.390029988177519,-0.138807761251701
0.0153341950508214,-0.530251999677195,1.55037863636017,0.0388897304661702,0.198445592135936
-0.144826009266291,-0.984198258773462,0.201161757746548,-0.674657182975846,0.392784640940835
1.37725633369027,-0.20311300931466,-0.138147876479431,2.26351466368762,0.056010526558814
1.65228070028847,0.192201376946565,-0.27326775509771,1.37314560421547,0.659490019634861
-0.20259100791431,-0.381241194959383,0.643819402155815,-0.343383219312263,-0.343584310515983
0.648888330175533,-0.332452997983072,-0.574828601904831,0.337604173022178,0.20453902768846
0.636735457036617,-0.254525162244681,0.419391630862468,-0.230433883128628,-1.52105112393014
-0.439457384387699,-0.548430909306652,-0.107479759830466,-0.496478636821406,0.399322733549609
0.365432444370447,-0.779903550685163,-0.433390210594233,-0.186695360512537,0.37337404059303
-0.00650155793592269,-0.758802955225568,0.942045159966763,-0.694437176330095,-0.0484282359168433
1.71496716508357,0.645604108430969,-0.286805197876486,0.390078093168541,1.04632614174804
-0.174838737391313,-0.710409901291326,-0.533803386737513,-0.51399948409594,0.171190979279417
-1.02334014164794,0.906667268111277,-1.31655435261566,0.346748264218406,-0.205698782923197
-0.309971393393566,-0.592432666271752,-0.132981328217148,-0.481676313475387,0.228096178145819
-0.441020323980484,-0.328810950666211,0.0575997963951848,-0.288131408291525,0.326163484480655
0.10854463068143,-1.31100122512385,-0.254605957199035,-0.624617727020589,0.37168994830795
-0.488946651475793,0.310770040014043,-0.244896660351024,-0.138434511349499,-0.53160535758333
0.0715007955245081,-0.788893256846961,0.29873200091282,0.0360884433926199,0.197269514977596
1.16754396549902,0.277453853738003,1.64732045075925,0.249794450342428,-4.51932540330328
0.120903463735839,-1.02002020169728,-0.342001130712864,-0.585470110482067,-0.176437054962066
-1.19109347731155,1.28838360966185,-0.895379416507984,0.465346816571698,-0.167225293526219
-1.19583784902346,1.26037058168237,-0.31597576623565,0.417997760276795,0.126794498576232
-0.51066271467497,-0.378171380421577,-0.602599022371366,-0.445537018722926,0.209733110816896
-1.05579026187859,0.996879775145859,-1.29429363193741,0.305944118058359,-0.371103267549074
1.46976940921531,-0.0672307871381029,-0.050253609774415,2.1704578709697,0.733643797264566
-0.227041087569874,-0.754025296404846,-0.604578889412129,-0.503682460289349,0.256715614778839
-1.40124767086518,1.68567419428884,-1.69212183617527,0.454620476876164,-0.776722604334191
-1.37893186085845,1.82160008860346,-1.13859945638948,0.765667377030306,-0.403473511823579
0.2989771213918,-0.864030173120779,0.523865994352053,-0.121818406132215,0.140870292052196
-0.0565774340861551,-1.0525058653893,0.188406467657229,-0.595470242072876,0.223962263003483
-0.00672927982255332,-0.999305875518858,-0.0952011511680368,-0.325389394449645,0.21014196975806
-0.843762795259942,0.469637366828073,-0.817888162808139,0.12567125491866,0.136556230073874
-1.34842790274141,1.67974211339354,0.381581150561871,0.584278245495328,0.243000921029859
-0.886278089078104,0.842813981545911,0.757168459003107,0.0317870723006023,0.239172933863727
0.185832788940396,-1.06310844761011,0.280989924449936,-0.239381796202043,0.549564514845553
-1.11348245972458,1.15913528978536,-1.00885205044547,0.330327242588811,-0.324467285836182
0.365857598896301,-0.97760871874996,-0.28541789578973,-0.237613574420945,-0.158736773688156
1.00142446395362,-0.427376932258206,-0.0719545140074127,-0.173642141296739,-0.379837274828488
0.724658083836953,-0.671304797493709,-0.466467883159762,-0.34575113795647,-0.327689615145226
1.89516010878837,0.703477908479335,-0.172395601622376,2.11692000526285,1.40954875320512
-0.159704897782365,-0.628555532953145,-0.0785558410056045,-0.25602948097255,0.0727915749645158
-0.131797045556279,-0.752652899346627,0.182199180420466,-0.295857235364129,0.393916228390546
-0.362654650054473,-0.408912885214772,0.261969503070844,-0.293970125357657,0.0626985426981511
-0.146412545822593,-0.939897675156316,-0.300510809198645,-0.533294556727798,0.289582821190289
-0.455636477189726,2.083349797177,1.10718347421874,0.550361518546008,-1.54311454139914
-0.843420111406151,0.384096075525813,-0.0418127804294433,-0.0710115039089197,0.325089496708844
0.460803694680509,-0.713860017073556,-0.21753830627994,-0.634155116376195,-0.25460259415995
-0.330342503836935,-0.446338896650793,-0.402760488324948,-0.534452307738984,0.0342270323949853
1.38629852545933,-0.00923030304306782,-0.297193095000318,1.35729210554073,0.190443184177397
1.25229194793698,-0.245290034127581,-0.225885337294367,2.01582077260403,0.675731145355288
-0.554898255599539,0.65806586568158,0.543395433927797,0.149263173125219,-0.519553002091636
-0.911082648857352,0.639774979080296,-0.804751929505788,0.271635852167745,0.172471836878801
-0.156852488930878,-0.899069811563429,0.24921305354886,-0.59193278653023,0.496559623139527
1.42866106884791,-0.13260770445223,-0.254816196422246,1.56363080148525,0.493797621401094
-0.866632460341142,0.582807784128674,0.394547417933636,-0.000818652034624834,0.27183430486352
0.83548075065586,-0.794264481534808,-0.210886075281671,0.820859979197383,0.188202176428601
-0.037445555944332,-0.801625009135408,-0.541985439447884,-0.437031308437027,0.0123585923190473
-0.371659970375678,-0.412664945364175,-0.256003047633824,-0.244474257520584,0.237298783413197
-1.17425613975616,1.24954753428296,0.0435981849502252,0.327344206903212,0.104646872364563
-1.12905082947249,1.08864829643762,-1.2622709367405,0.290810008079491,-0.341760874712803
-0.403746538862251,-0.331284899342968,-0.31888815487774,-0.492831174575977,0.129608770428832
-1.70441967936802,2.35005293361094,-1.85401170094077,0.358761027820271,-1.56188519133492
0.45498238915236,-0.766803473987076,-0.18410716950416,-0.720153465085123,-0.22330471070066
1.34224810811648,0.122700878642391,0.205128703376966,1.02522756780857,0.455909895458039
-0.547798570833493,-0.20902702503611,-0.0692829943992922,-0.372935407216967,0.128100018254644
-0.365065209097144,-0.436081580898036,0.75425004076959,-0.432293748558249,0.220889309968542
-0.0346243537913029,-0.752871358129356,1.07005700583224,-0.360905926422811,-0.129904618924258
-0.518599924250915,0.282998758500985,0.702693046655767,0.12459397441022,0.0375945826295549
2.01820613800252,1.08765148886359,-0.795220786213153,-0.466878424529931,0.754856597436624
0.771780379677354,-0.312874448973058,-0.159554580908217,0.799578409260549,0.0306745229504753
1.10524971609586,-0.6068473112277,-0.18975820802118,1.26369125218281,-0.0540079019625795
-0.127467382668887,-0.827898851558282,0.403272558692437,-0.549520365789553,0.461495761664511
1.23773555199407,-0.688545772592213,-0.378559053403558,2.07835251210616,0.176203914339884
-0.226499903916284,-0.493686832389569,0.211345240399347,-0.246981923663917,0.426416280550418
-0.154725795784563,-0.172549601898995,1.22499397624332,-0.237776555604444,-0.39879062786717
-0.751897845441807,0.220699434194639,-0.928083803944252,-0.063866558823078,0.0234686544183113
-0.721559686244261,0.184528584091443,-1.0201730511046,-0.144746515665809,0.070722674107587
1.20430050952825,0.310481933869921,1.07466639551837,0.210610434062321,-4.14106686313908
-0.472661016268893,-0.419408052097668,0.153932341347826,-0.465346395297648,0.528087789467984
-0.708803492448443,0.187143091929254,-0.218303927228267,-0.198142987419842,0.0114654391566868
0.288088017957581,-0.933905633910231,-0.52432999857562,-0.563212792599603,-0.272971280359553
